Date,High,Low,Open,Close,Volume,Adj Close
2020-01-02,40.06999969482422,38.5099983215332,39.0,39.88999938964844,4279600.0,39.18153762817383
2020-01-03,40.04999923706055,39.04999923706055,39.04999923706055,39.58000183105469,3557900.0,38.877044677734375
2020-01-06,39.7400016784668,38.77000045776367,39.599998474121094,39.209999084472656,4771000.0,38.513614654541016
2020-01-07,39.540000915527344,38.86000061035156,39.22999954223633,39.470001220703125,3077700.0,38.76899719238281
2020-01-08,39.77000045776367,39.0099983215332,39.5,39.619998931884766,3048900.0,38.91633224487305
2020-01-09,41.400001525878906,39.459999084472656,39.560001373291016,41.150001525878906,12787400.0,40.41916275024414
2020-01-10,41.38999938964844,40.79999923706055,41.29999923706055,41.16999816894531,4825800.0,40.43880081176758
2020-01-13,42.439998626708984,41.09000015258789,41.400001525878906,41.52000045776367,8633900.0,40.782588958740234
2020-01-14,41.779998779296875,40.95000076293945,41.349998474121094,41.2400016784668,4126600.0,40.507564544677734
2020-01-15,42.4900016784668,40.869998931884766,41.0,42.209999084472656,6045600.0,41.460330963134766
2020-01-16,42.70000076293945,41.25,42.70000076293945,41.79999923706055,3124700.0,41.057613372802734
2020-01-17,43.209999084472656,41.70000076293945,41.70000076293945,43.209999084472656,3121300.0,42.44257354736328
2020-01-20,44.189998626708984,42.81999969482422,43.029998779296875,43.849998474121094,2537900.0,43.071205139160156
2020-01-21,43.810001373291016,43.0,43.5,43.0099983215332,3340500.0,42.246124267578125
2020-01-22,44.900001525878906,43.16999816894531,43.20000076293945,44.900001525878906,2885400.0,44.10255813598633
2020-01-23,44.779998779296875,43.810001373291016,44.27000045776367,43.880001068115234,4533700.0,43.10067367553711
2020-01-24,44.16999816894531,42.81999969482422,43.86000061035156,42.81999969482422,3502500.0,42.05949783325195
2020-01-27,42.779998779296875,41.58000183105469,42.400001525878906,41.900001525878906,5595500.0,41.15584182739258
2020-01-28,44.45000076293945,42.060001373291016,42.25,44.310001373291016,4181800.0,43.52303695678711
2020-01-29,44.779998779296875,43.689998626708984,44.58000183105469,44.0,2972300.0,43.218544006347656
2020-01-30,44.650001525878906,43.22999954223633,43.939998626708984,44.16999816894531,4634000.0,43.385520935058594
2020-01-31,45.09000015258789,43.369998931884766,44.16999816894531,44.83000183105469,7663300.0,44.0338020324707
2020-02-03,42.97999954223633,37.7599983215332,38.0,40.77000045776367,45143200.0,40.0459098815918
2020-02-04,42.400001525878906,40.099998474121094,41.79999923706055,41.290000915527344,13256600.0,40.55667495727539
2020-02-05,42.70000076293945,40.900001525878906,41.560001373291016,42.5,14998000.0,41.745182037353516
2020-02-06,43.7599983215332,42.36000061035156,42.84000015258789,42.650001525878906,9196400.0,41.892520904541016
2020-02-07,42.63999938964844,39.27000045776367,42.22999954223633,39.529998779296875,8516700.0,38.82793045043945
2020-02-10,38.150001525878906,32.720001220703125,37.95000076293945,33.0099983215332,42497300.0,32.423728942871094
2020-02-11,34.9900016784668,32.20000076293945,34.099998474121094,34.650001525878906,19701800.0,34.034603118896484
2020-02-12,35.20000076293945,33.61000061035156,35.11000061035156,33.70000076293945,12128500.0,33.10147476196289
2020-02-13,33.40999984741211,32.400001525878906,33.09000015258789,32.79999923706055,8913400.0,32.21745681762695
2020-02-14,34.88999938964844,32.869998931884766,33.0,34.650001525878906,15703200.0,34.034603118896484
2020-02-17,37.0,34.0,34.90999984741211,36.599998474121094,14941700.0,35.94996643066406
2020-02-18,37.689998626708984,35.0,36.189998626708984,36.29999923706055,15764900.0,35.655296325683594
2020-02-19,39.0,36.310001373291016,38.75,36.66999816894531,33586400.0,36.01872634887695
2020-02-20,37.20000076293945,34.11000061035156,36.599998474121094,34.38999938964844,16292900.0,33.77922058105469
2020-02-21,34.43000030517578,32.310001373291016,34.43000030517578,32.52000045776367,20251300.0,31.942432403564453
2020-02-27,35.2400016784668,32.04999923706055,32.04999923706055,34.130001068115234,29094200.0,33.52383804321289
2020-02-28,33.90999984741211,31.809999465942383,33.02000045776367,33.25,23171300.0,32.65946578979492
2020-03-02,33.43000030517578,30.350000381469727,32.79999923706055,30.350000381469727,18111600.0,29.810972213745117
2020-03-03,31.690000534057617,28.0,30.850000381469727,28.0,28368300.0,27.502708435058594
2020-03-04,22.0,16.309999465942383,21.100000381469727,19.049999237060547,150743400.0,18.7116641998291
2020-03-05,20.149999618530273,15.359999656677246,20.0,15.970000267028809,70820500.0,15.68636703491211
2020-03-06,17.770000457763672,15.359999656677246,15.5,16.3700008392334,44761300.0,16.07926368713379
2020-03-09,15.600000381469727,13.609999656677246,15.0,13.760000228881836,18404500.0,13.515617370605469
2020-03-10,15.380000114440918,13.029999732971191,15.149999618530273,13.699999809265137,27961400.0,13.456682205200195
2020-03-11,14.449999809265137,12.15999984741211,13.5,12.699999809265137,24736500.0,12.474442481994629
2020-03-12,11.6899995803833,8.819999694824219,11.0,9.149999618530273,30060900.0,8.987491607666016
2020-03-13,11.0,9.010000228881836,11.0,10.0,31235700.0,9.822396278381348
2020-03-16,9.359999656677246,8.609999656677246,8.850000381469727,8.75,26377800.0,8.594596862792969
2020-03-17,9.390000343322754,8.5,9.100000381469727,8.850000381469727,24910700.0,8.69282054901123
2020-03-18,8.329999923706055,6.75,8.319999694824219,7.199999809265137,24965900.0,7.07212495803833
2020-03-19,7.940000057220459,6.429999828338623,6.900000095367432,7.590000152587891,30250600.0,7.455198764801025
2020-03-20,8.989999771118164,7.210000038146973,8.079999923706055,7.300000190734863,36337400.0,7.17034912109375
2020-03-23,7.460000038146973,6.559999942779541,7.449999809265137,7.0,30352000.0,6.875677108764648
2020-03-24,8.399999618530273,7.309999942779541,7.78000020980835,8.180000305175781,29138100.0,8.034720420837402
2020-03-25,9.149999618530273,7.940000057220459,8.180000305175781,9.0,54091000.0,8.840156555175781
2020-03-26,10.90999984741211,8.569999694824219,8.569999694824219,9.930000305175781,45645800.0,9.753639221191406
2020-03-27,10.84000015258789,9.270000457763672,9.539999961853027,10.399999618530273,32008000.0,10.215291976928711
2020-03-30,11.819999694824219,10.59000015258789,10.800000190734863,10.739999771118164,24692700.0,10.549253463745117
2020-03-31,10.989999771118164,9.369999885559082,10.989999771118164,9.680000305175781,23123400.0,9.508079528808594
2020-04-01,9.350000381469727,8.779999732971191,9.050000190734863,9.3100004196167,17660200.0,9.144651412963867
2020-04-02,9.779999732971191,8.899999618530273,9.489999771118164,9.170000076293945,16376000.0,9.007137298583984
2020-04-03,9.100000381469727,8.229999542236328,9.010000228881836,8.59000015258789,17607100.0,8.437438011169434
2020-04-06,10.180000305175781,9.029999732971191,9.25,10.180000305175781,22064300.0,9.999199867248535
2020-04-07,11.460000038146973,10.180000305175781,11.300000190734863,10.199999809265137,24093400.0,10.018843650817871
2020-04-08,10.199999809265137,9.649999618530273,9.75,10.140000343322754,27272900.0,9.95991039276123
2020-04-09,10.699999809265137,9.859999656677246,10.279999732971191,10.100000381469727,19437100.0,9.92061996459961
2020-04-13,10.520000457763672,9.960000038146973,10.100000381469727,10.390000343322754,13120900.0,10.205470085144043
2020-04-14,12.40999984741211,10.579999923706055,10.670000076293945,11.979999542236328,27814800.0,11.767230033874512
2020-04-15,12.829999923706055,11.399999618530273,11.670000076293945,11.84000015258789,37757200.0,11.629716873168945
