Date,High,Low,Open,Close,Volume,Adj Close
2020-01-02,52.33000183105469,50.81999969482422,51.0,52.0,1135700.0,50.49657440185547
2020-01-03,52.91999816894531,51.11000061035156,51.369998931884766,52.29999923706055,1357500.0,50.787899017333984
2020-01-06,52.630001068115234,51.5,52.38999938964844,51.86000061035156,1273600.0,50.36062240600586
2020-01-07,52.220001220703125,50.61000061035156,51.5,51.970001220703125,1455500.0,50.46744155883789
2020-01-08,52.2400016784668,51.18000030517578,52.099998474121094,51.45000076293945,891400.0,49.96247482299805
2020-01-09,51.959999084472656,51.150001525878906,51.45000076293945,51.599998474121094,635100.0,50.10813522338867
2020-01-10,52.72999954223633,51.63999938964844,52.0,52.369998931884766,822100.0,50.855873107910156
2020-01-13,53.689998626708984,52.38999938964844,52.38999938964844,53.36000061035156,1193000.0,51.81725311279297
2020-01-14,54.099998474121094,53.040000915527344,53.56999969482422,54.099998474121094,1233300.0,52.53585433959961
2020-01-15,54.099998474121094,53.31999969482422,54.099998474121094,53.45000076293945,1670900.0,51.9046516418457
2020-01-16,53.650001525878906,52.709999084472656,53.5,53.09000015258789,1268600.0,51.555057525634766
2020-01-17,53.43000030517578,52.72999954223633,53.119998931884766,53.43000030517578,1572700.0,51.88522720336914
2020-01-20,53.93000030517578,53.25,53.43000030517578,53.400001525878906,783800.0,51.85609817504883
2020-01-21,54.22999954223633,52.959999084472656,53.099998474121094,53.599998474121094,1470000.0,52.05031204223633
2020-01-22,54.33000183105469,52.849998474121094,53.810001373291016,53.61000061035156,1274300.0,52.06002426147461
2020-01-23,53.630001068115234,52.790000915527344,53.61000061035156,53.599998474121094,966400.0,52.05031204223633
2020-01-24,54.040000915527344,53.25,53.810001373291016,53.869998931884766,675700.0,52.31250762939453
2020-01-27,53.619998931884766,52.43000030517578,53.5,52.81999969482422,829000.0,51.29286575317383
2020-01-28,53.599998474121094,52.540000915527344,53.029998779296875,53.4900016784668,737900.0,51.94349670410156
2020-01-29,53.81999969482422,52.900001525878906,53.70000076293945,53.02000045776367,845800.0,51.487083435058594
2020-01-30,53.0,51.36000061035156,52.81999969482422,52.5,1004400.0,50.98211669921875
2020-01-31,52.47999954223633,51.310001373291016,52.47999954223633,52.04999923706055,1742000.0,50.545127868652344
2020-02-03,52.9900016784668,51.7599983215332,52.130001068115234,52.599998474121094,1147500.0,51.0792236328125
2020-02-04,53.5099983215332,52.5,53.36000061035156,52.849998474121094,814700.0,51.32199478149414
2020-02-05,53.650001525878906,52.61000061035156,53.5,52.79999923706055,1225100.0,51.273441314697266
2020-02-06,53.650001525878906,51.349998474121094,53.0099983215332,51.810001373291016,1111000.0,50.312068939208984
2020-02-07,51.81999969482422,49.650001525878906,51.810001373291016,50.31999969482422,4291800.0,48.865142822265625
2020-02-10,50.68000030517578,49.70000076293945,50.130001068115234,49.93000030517578,1567700.0,48.486419677734375
2020-02-11,50.869998931884766,50.0,50.130001068115234,50.869998931884766,2609000.0,49.39924240112305
2020-02-12,52.13999938964844,50.5,51.06999969482422,50.79999923706055,3731900.0,49.33126449584961
2020-02-13,50.869998931884766,50.099998474121094,50.599998474121094,50.349998474121094,797900.0,48.8942756652832
2020-02-14,50.540000915527344,49.810001373291016,50.349998474121094,50.20000076293945,944700.0,48.74861526489258
2020-02-17,50.869998931884766,50.0,50.400001525878906,50.599998474121094,841600.0,49.137046813964844
2020-02-18,50.90999984741211,49.9900016784668,50.61000061035156,50.849998474121094,1549500.0,49.37982177734375
2020-02-19,51.4900016784668,50.38999938964844,50.7400016784668,50.88999938964844,1409900.0,49.418663024902344
2020-02-20,50.630001068115234,49.2400016784668,50.540000915527344,49.369998931884766,2139100.0,47.94261169433594
2020-02-21,50.13999938964844,48.599998474121094,49.09000015258789,50.13999938964844,1680600.0,48.69034957885742
2020-02-27,47.7599983215332,46.27000045776367,47.58000183105469,46.400001525878906,2168900.0,45.0584831237793
2020-02-28,47.650001525878906,44.97999954223633,46.279998779296875,47.529998779296875,3906600.0,46.15580749511719
2020-03-02,48.720001220703125,47.040000915527344,47.93000030517578,48.5,3106300.0,47.09776306152344
2020-03-03,50.0,47.77000045776367,48.5,48.529998779296875,1852700.0,47.126895904541016
2020-03-04,50.880001068115234,48.900001525878906,49.70000076293945,50.79999923706055,2072100.0,49.33126449584961
2020-03-05,50.439998626708984,47.560001373291016,50.400001525878906,48.79999923706055,1930500.0,47.38909149169922
2020-03-06,48.5099983215332,46.22999954223633,47.0,48.0,2681600.0,46.612220764160156
2020-03-09,46.5,44.369998931884766,46.5,44.77000045776367,3538200.0,43.475608825683594
2020-03-10,48.13999938964844,45.0,45.5,47.0,3194800.0,45.64113235473633
2020-03-11,47.150001525878906,42.9900016784668,46.0,45.27000045776367,3100200.0,43.961151123046875
2020-03-12,44.47999954223633,40.5,40.5,43.84000015258789,2548100.0,42.57249450683594
2020-03-13,48.189998626708984,43.02000045776367,46.0,48.189998626708984,3131200.0,46.79672622680664
